pitch_type,game_date,player_name,events,description,stand,p_throws,home_team,away_team,balls,strikes,hit_distance_sc,launch_speed,launch_angle,effective_speed,pitch_name
ST,2026-07-03,"Hughes, Gabriel",,foul,L,R,COL,SF,1,2,14,108.5,-9,85.8,Sweeper
FF,2026-07-03,"Rogers, Trevor",,foul,R,L,CIN,BAL,1,2,76,64.8,7,95,4-Seam Fastball
SL,2026-07-03,"Detmers, Reid",,called_strike,L,L,LAA,BOS,0,0,,,,88.1,Slider
SL,2026-07-03,"Detmers, Reid",field_out,hit_into_play,R,L,LAA,BOS,0,0,18,91.5,-8,84.2,Slider
FC,2026-07-03,"Scott, Christian",strikeout,swinging_strike,L,R,ATL,NYM,2,2,,,,92.2,Cutter
CH,2026-07-03,"Rogers, Trevor",,called_strike,R,L,CIN,BAL,1,1,,,,89.9,Changeup
FF,2026-07-03,"Hughes, Gabriel",,called_strike,L,R,COL,SF,1,1,,,,95.5,4-Seam Fastball
CH,2026-07-03,"Rogers, Trevor",,swinging_strike,R,L,CIN,BAL,1,0,,,,91,Changeup
FF,2026-07-03,"Scott, Christian",,ball,L,R,ATL,NYM,1,2,,,,97.5,4-Seam Fastball
CU,2026-07-03,"Detmers, Reid",strikeout,swinging_strike,R,L,LAA,BOS,1,2,,,,70.8,Curveball
CU,2026-07-03,"Hughes, Gabriel",,foul,L,R,COL,SF,1,0,338,86.7,34,80.3,Curveball
SL,2026-07-03,"Detmers, Reid",,ball,R,L,LAA,BOS,0,2,,,,85.5,Slider
FC,2026-07-03,"Scott, Christian",,foul,L,R,ATL,NYM,1,2,4,84.9,-30,92.1,Cutter
FC,2026-07-03,"Rogers, Trevor",,ball,R,L,CIN,BAL,0,0,,,,85.4,Cutter
FF,2026-07-03,"Hughes, Gabriel",,ball,L,R,COL,SF,0,0,,,,96,4-Seam Fastball
FC,2026-07-03,"Scott, Christian",,swinging_strike,L,R,ATL,NYM,1,1,,,,92.2,Cutter
FF,2026-07-03,"Hughes, Gabriel",single,hit_into_play,L,R,COL,SF,2,2,189,85.2,13,93.8,4-Seam Fastball
FF,2026-07-03,"Rogers, Trevor",walk,ball,R,L,CIN,BAL,3,2,,,,95.7,4-Seam Fastball
FF,2026-07-03,"Detmers, Reid",,foul,R,L,LAA,BOS,0,1,210,75.1,57,94.4,4-Seam Fastball
SL,2026-07-03,"Detmers, Reid",,called_strike,R,L,LAA,BOS,0,0,,,,85.5,Slider
FF,2026-07-03,"Scott, Christian",,ball,L,R,ATL,NYM,0,1,,,,97,4-Seam Fastball
FF,2026-07-03,"Hughes, Gabriel",,foul,L,R,COL,SF,2,2,,,,95.6,4-Seam Fastball
ST,2026-07-03,"Rogers, Trevor",,ball,R,L,CIN,BAL,2,2,,,,79.9,Sweeper
FF,2026-07-03,"Hughes, Gabriel",,ball,L,R,COL,SF,1,2,,,,96.8,4-Seam Fastball
SI,2026-07-03,"Rogers, Trevor",,ball,R,L,CIN,BAL,1,2,,,,94.4,Sinker
FF,2026-07-03,"Scott, Christian",,called_strike,L,R,ATL,NYM,0,0,,,,96.7,4-Seam Fastball
SL,2026-07-03,"Detmers, Reid",single,hit_into_play,R,L,LAA,BOS,0,2,51,94.9,2,84.3,Slider
FF,2026-07-03,"Rogers, Trevor",,foul,R,L,CIN,BAL,1,2,232,79.2,44,95.1,4-Seam Fastball
ST,2026-07-03,"Scott, Christian",walk,ball,R,R,ATL,NYM,3,2,,,,80,Sweeper
FF,2026-07-03,"Detmers, Reid",,foul,R,L,LAA,BOS,0,1,214,75.6,37,95.3,4-Seam Fastball
ST,2026-07-03,"Hughes, Gabriel",,foul,L,R,COL,SF,1,2,200,67.3,31,86.1,Sweeper
CH,2026-07-03,"Rogers, Trevor",,foul,R,L,CIN,BAL,1,1,,,,89.9,Changeup
FF,2026-07-03,"Scott, Christian",,foul,R,R,ATL,NYM,3,2,161,90.8,65,97.6,4-Seam Fastball
FF,2026-07-03,"Hughes, Gabriel",,foul,L,R,COL,SF,1,2,250,77.1,47,96.2,4-Seam Fastball
FF,2026-07-03,"Detmers, Reid",,called_strike,R,L,LAA,BOS,0,0,,,,95.1,4-Seam Fastball
FF,2026-07-03,"Hughes, Gabriel",,ball,L,R,COL,SF,0,2,,,,95.6,4-Seam Fastball
CU,2026-07-03,"Scott, Christian",,foul,R,R,ATL,NYM,3,2,8,91.9,-15,81.5,Curveball
SL,2026-07-03,"Detmers, Reid",field_out,hit_into_play,R,L,LAA,BOS,0,1,41,101,-2,85.9,Slider
CH,2026-07-03,"Rogers, Trevor",,ball,R,L,CIN,BAL,0,1,,,,89.7,Changeup
FF,2026-07-03,"Scott, Christian",,foul,R,R,ATL,NYM,3,2,222,80,56,96.9,4-Seam Fastball
ST,2026-07-03,"Hughes, Gabriel",,foul,L,R,COL,SF,0,1,,,,86.4,Sweeper
FF,2026-07-03,"Rogers, Trevor",,called_strike,R,L,CIN,BAL,0,0,,,,94.7,4-Seam Fastball
FF,2026-07-03,"Detmers, Reid",,foul,R,L,LAA,BOS,0,0,206,73.9,42,94.8,4-Seam Fastball
FF,2026-07-03,"Scott, Christian",,foul,R,R,ATL,NYM,3,2,,,,98,4-Seam Fastball
FF,2026-07-03,"Rogers, Trevor",field_out,hit_into_play,L,L,CIN,BAL,0,1,281,79.5,25,94.1,4-Seam Fastball
FF,2026-07-03,"Detmers, Reid",sac_fly,hit_into_play,L,L,LAA,BOS,0,2,320,96.3,22,95.6,4-Seam Fastball
FF,2026-07-03,"Hughes, Gabriel",,called_strike,L,R,COL,SF,0,0,,,,97.4,4-Seam Fastball
FF,2026-07-03,"Scott, Christian",,ball,R,R,ATL,NYM,2,2,,,,97.7,4-Seam Fastball
SL,2026-07-03,"Detmers, Reid",,foul_tip,L,L,LAA,BOS,0,1,,,,86.6,Slider
FF,2026-07-03,"Rogers, Trevor",,called_strike,L,L,CIN,BAL,0,0,,,,94.9,4-Seam Fastball
SL,2026-07-03,"Hughes, Gabriel",single,hit_into_play,R,R,COL,SF,0,2,266,102.3,15,85.4,Slider
ST,2026-07-03,"Scott, Christian",,ball,R,R,ATL,NYM,1,2,,,,80.9,Sweeper
FF,2026-07-03,"Rogers, Trevor",strikeout,swinging_strike,R,L,CIN,BAL,0,2,,,,96.6,4-Seam Fastball
FF,2026-07-03,"Hughes, Gabriel",,foul,R,R,COL,SF,0,1,251,79.6,28,95.9,4-Seam Fastball
SL,2026-07-03,"Detmers, Reid",,swinging_strike,L,L,LAA,BOS,0,0,,,,84.8,Slider
FF,2026-07-03,"Detmers, Reid",triple,hit_into_play,R,L,LAA,BOS,2,1,285,96.2,16,93.7,4-Seam Fastball
ST,2026-07-03,"Scott, Christian",,ball,R,R,ATL,NYM,0,2,,,,81,Sweeper
FF,2026-07-03,"Hughes, Gabriel",,called_strike,R,R,COL,SF,0,0,,,,96.2,4-Seam Fastball
ST,2026-07-03,"Rogers, Trevor",,foul,R,L,CIN,BAL,0,2,57,32.2,32,80.9,Sweeper
ST,2026-07-03,"Hughes, Gabriel",field_out,hit_into_play,R,R,COL,SF,2,2,265,77.9,44,87.5,Sweeper
ST,2026-07-03,"Scott, Christian",,swinging_strike,R,R,ATL,NYM,0,1,,,,83.4,Sweeper
FF,2026-07-03,"Rogers, Trevor",,foul,R,L,CIN,BAL,0,1,229,72.7,54,96.7,4-Seam Fastball
SL,2026-07-03,"Detmers, Reid",,ball,R,L,LAA,BOS,1,1,,,,86.4,Slider
FF,2026-07-03,"Hughes, Gabriel",,ball,R,R,COL,SF,1,2,,,,98,4-Seam Fastball
FF,2026-07-03,"Scott, Christian",,called_strike,R,R,ATL,NYM,0,0,,,,97.2,4-Seam Fastball
FF,2026-07-03,"Rogers, Trevor",,called_strike,R,L,CIN,BAL,0,0,,,,98.3,4-Seam Fastball
SL,2026-07-03,"Detmers, Reid",,ball,R,L,LAA,BOS,0,1,,,,86,Slider
FF,2026-07-03,"Detmers, Reid",,foul,R,L,LAA,BOS,0,0,264,89,51,93.4,4-Seam Fastball
FF,2026-07-03,"Hughes, Gabriel",,foul,R,R,COL,SF,1,2,321,93.6,18,95.5,4-Seam Fastball
CU,2026-07-03,"Scott, Christian",field_out,hit_into_play,L,R,ATL,NYM,2,2,11,96.9,-13,84.5,Curveball
ST,2026-07-03,"Rogers, Trevor",strikeout,swinging_strike,R,L,CIN,BAL,3,2,,,,82.1,Sweeper
FF,2026-07-03,"Scott, Christian",,ball,L,R,ATL,NYM,1,2,,,,98.4,4-Seam Fastball
ST,2026-07-03,"Hughes, Gabriel",,foul,R,R,COL,SF,1,1,174,75.8,66,85.9,Sweeper
FF,2026-07-03,"Detmers, Reid",field_out,hit_into_play,R,L,LAA,BOS,2,2,318,85.2,32,94.9,4-Seam Fastball
SI,2026-07-03,"Rogers, Trevor",,ball,R,L,CIN,BAL,2,2,,,,96.5,Sinker
FF,2026-07-03,"Scott, Christian",,ball,L,R,ATL,NYM,0,2,,,,98.3,4-Seam Fastball
CH,2026-07-03,"Detmers, Reid",,foul,R,L,LAA,BOS,2,2,244,74.8,44,85.2,Changeup
ST,2026-07-03,"Hughes, Gabriel",,ball,R,R,COL,SF,0,1,,,,84.4,Sweeper
CH,2026-07-03,"Rogers, Trevor",,blocked_ball,R,L,CIN,BAL,1,2,,,,91,Changeup
ST,2026-07-03,"Scott, Christian",,swinging_strike,L,R,ATL,NYM,0,1,,,,82.4,Sweeper
SL,2026-07-03,"Detmers, Reid",,blocked_ball,R,L,LAA,BOS,1,2,,,,87.9,Slider
FF,2026-07-03,"Hughes, Gabriel",,swinging_strike,R,R,COL,SF,0,0,,,,95.8,4-Seam Fastball
FF,2026-07-03,"Rogers, Trevor",,foul,R,L,CIN,BAL,1,1,15,93.2,-10,95.4,4-Seam Fastball
FF,2026-07-03,"Hughes, Gabriel",strikeout,swinging_strike,R,R,COL,SF,2,2,,,,96.3,4-Seam Fastball
FF,2026-07-03,"Detmers, Reid",,ball,R,L,LAA,BOS,0,2,,,,95.6,4-Seam Fastball
FF,2026-07-03,"Scott, Christian",,called_strike,L,R,ATL,NYM,0,0,,,,97.7,4-Seam Fastball
FF,2026-07-03,"Rogers, Trevor",,swinging_strike,R,L,CIN,BAL,1,0,,,,95.4,4-Seam Fastball
FF,2026-07-03,"Scott, Christian",home_run,hit_into_play,L,R,ATL,NYM,0,0,419,107.1,26,97.3,4-Seam Fastball
FF,2026-07-03,"Rogers, Trevor",,ball,R,L,CIN,BAL,0,0,,,,96.1,4-Seam Fastball
SL,2026-07-03,"Detmers, Reid",,foul,R,L,LAA,BOS,0,1,77,96,4,86.2,Slider
ST,2026-07-03,"Hughes, Gabriel",,foul,R,R,COL,SF,2,2,198,66.7,49,87.7,Sweeper
ST,2026-07-03,"Hughes, Gabriel",,ball,R,R,COL,SF,1,2,,,,86.6,Sweeper
CH,2026-07-03,"Detmers, Reid",,called_strike,R,L,LAA,BOS,0,0,,,,84.5,Changeup
FF,2026-07-03,"Scott, Christian",walk,ball,R,R,ATL,NYM,3,1,,,,95.8,4-Seam Fastball
FF,2026-07-03,"Rogers, Trevor",single,hit_into_play,R,L,CIN,BAL,0,1,98,102.1,5,96.2,4-Seam Fastball
FF,2026-07-03,"Rogers, Trevor",,foul,R,L,CIN,BAL,0,0,314,91.4,30,96.8,4-Seam Fastball
FF,2026-07-03,"Scott, Christian",,ball,R,R,ATL,NYM,2,1,,,,97.1,4-Seam Fastball
FF,2026-07-03,"Hughes, Gabriel",,foul,R,R,COL,SF,1,1,219,70.5,30,95.4,4-Seam Fastball
SL,2026-07-03,"Detmers, Reid",walk,ball,R,L,LAA,BOS,3,1,,,,88.1,Slider
FF,2026-07-03,"Scott, Christian",,foul,R,R,ATL,NYM,2,0,308,88.8,38,96.9,4-Seam Fastball
ST,2026-07-03,"Rogers, Trevor",strikeout,swinging_strike,R,L,CIN,BAL,1,2,,,,79.7,Sweeper
FF,2026-07-03,"Detmers, Reid",,ball,R,L,LAA,BOS,2,1,,,,94.8,4-Seam Fastball
ST,2026-07-03,"Hughes, Gabriel",,ball,R,R,COL,SF,0,1,,,,87.1,Sweeper
FF,2026-07-03,"Rogers, Trevor",,foul,R,L,CIN,BAL,1,2,283,90.9,45,96.5,4-Seam Fastball
SL,2026-07-03,"Detmers, Reid",,ball,R,L,LAA,BOS,1,1,,,,88.3,Slider
FF,2026-07-03,"Scott, Christian",,ball,R,R,ATL,NYM,1,0,,,,96.7,4-Seam Fastball
FF,2026-07-03,"Hughes, Gabriel",,swinging_strike,R,R,COL,SF,0,0,,,,95.6,4-Seam Fastball
FF,2026-07-03,"Hughes, Gabriel",field_out,hit_into_play,L,R,COL,SF,2,0,309,94.5,20,97.2,4-Seam Fastball
FF,2026-07-03,"Detmers, Reid",,swinging_strike,R,L,LAA,BOS,1,0,,,,94.7,4-Seam Fastball
FF,2026-07-03,"Rogers, Trevor",,swinging_strike,R,L,CIN,BAL,1,1,,,,96.8,4-Seam Fastball
ST,2026-07-03,"Scott, Christian",,ball,R,R,ATL,NYM,0,0,,,,82.4,Sweeper
FF,2026-07-03,"Scott, Christian",strikeout,swinging_strike,L,R,ATL,NYM,0,2,,,,98.9,4-Seam Fastball
FF,2026-07-03,"Hughes, Gabriel",,ball,L,R,COL,SF,1,0,,,,96.7,4-Seam Fastball
CH,2026-07-03,"Rogers, Trevor",,ball,R,L,CIN,BAL,0,1,,,,90.8,Changeup
FF,2026-07-03,"Detmers, Reid",,ball,R,L,LAA,BOS,0,0,,,,94.9,4-Seam Fastball
FF,2026-07-03,"Hughes, Gabriel",,ball,L,R,COL,SF,0,0,,,,96.6,4-Seam Fastball
FF,2026-07-03,"Scott, Christian",,foul,L,R,ATL,NYM,0,1,125,49,39,97.4,4-Seam Fastball
SL,2026-07-03,"Detmers, Reid",field_out,hit_into_play,L,L,LAA,BOS,0,2,333,90.5,33,85.2,Slider
FC,2026-07-03,"Rogers, Trevor",,swinging_strike,R,L,CIN,BAL,0,0,,,,87.8,Cutter
FF,2026-07-03,"Hughes, Gabriel",grounded_into_double_play,hit_into_play,R,R,COL,SF,1,1,37,97.2,-2,95.3,4-Seam Fastball
FF,2026-07-03,"Detmers, Reid",,swinging_strike,L,L,LAA,BOS,0,1,,,,95.4,4-Seam Fastball
FF,2026-07-03,"Rogers, Trevor",walk,ball,R,L,CIN,BAL,3,2,,,,96.7,4-Seam Fastball
FF,2026-07-03,"Scott, Christian",,called_strike,L,R,ATL,NYM,0,0,,,,97.2,4-Seam Fastball
FF,2026-07-03,"Scott, Christian",strikeout,swinging_strike,L,R,ATL,NYM,1,2,,,,98.1,4-Seam Fastball
FF,2026-07-03,"Detmers, Reid",,called_strike,L,L,LAA,BOS,0,0,,,,93.8,4-Seam Fastball
ST,2026-07-03,"Rogers, Trevor",,foul,R,L,CIN,BAL,3,2,,,,80.1,Sweeper
ST,2026-07-03,"Hughes, Gabriel",,blocked_ball,R,R,COL,SF,0,1,,,,86,Sweeper
FF,2026-07-03,"Hughes, Gabriel",,called_strike,R,R,COL,SF,0,0,,,,96.1,4-Seam Fastball
FF,2026-07-03,"Detmers, Reid",single,hit_into_play,R,L,LAA,BOS,0,1,213,86.8,15,95.9,4-Seam Fastball
CH,2026-07-03,"Rogers, Trevor",,foul,R,L,CIN,BAL,3,2,,,,88.5,Changeup
CU,2026-07-03,"Scott, Christian",,ball,L,R,ATL,NYM,0,2,,,,83.5,Curveball
FF,2026-07-03,"Hughes, Gabriel",field_error,hit_into_play,L,R,COL,SF,2,2,87,81,6,97.8,4-Seam Fastball
FF,2026-07-03,"Scott, Christian",,swinging_strike,L,R,ATL,NYM,0,1,,,,95.9,4-Seam Fastball
CU,2026-07-03,"Detmers, Reid",,called_strike,R,L,LAA,BOS,0,0,,,,72.5,Curveball
ST,2026-07-03,"Rogers, Trevor",,ball,R,L,CIN,BAL,2,2,,,,77.8,Sweeper
ST,2026-07-03,"Rogers, Trevor",,foul,R,L,CIN,BAL,2,1,4,45.7,-15,79.3,Sweeper
ST,2026-07-03,"Scott, Christian",,foul,L,R,ATL,NYM,0,0,9,51.4,-3,81.9,Sweeper
SL,2026-07-03,"Detmers, Reid",strikeout,swinging_strike,R,L,LAA,BOS,1,2,,,,86.1,Slider
FF,2026-07-03,"Hughes, Gabriel",,ball,L,R,COL,SF,1,2,,,,96.1,4-Seam Fastball
FF,2026-07-03,"Hughes, Gabriel",,foul,L,R,COL,SF,1,1,,,,94.8,4-Seam Fastball
FF,2026-07-03,"Scott, Christian",field_out,hit_into_play,L,R,ATL,NYM,0,2,2,90.7,-44,96.6,4-Seam Fastball
CH,2026-07-03,"Rogers, Trevor",,ball,R,L,CIN,BAL,1,1,,,,90.6,Changeup
FF,2026-07-03,"Detmers, Reid",,ball,R,L,LAA,BOS,0,2,,,,95.2,4-Seam Fastball
CU,2026-07-03,"Hughes, Gabriel",,ball,L,R,COL,SF,0,1,,,,80.3,Curveball
FF,2026-07-03,"Scott, Christian",,foul,L,R,ATL,NYM,0,1,278,83.4,33,97,4-Seam Fastball
CH,2026-07-03,"Rogers, Trevor",,foul,R,L,CIN,BAL,1,0,,,,90.1,Changeup
FF,2026-07-03,"Detmers, Reid",,swinging_strike,R,L,LAA,BOS,0,1,,,,95.1,4-Seam Fastball
FF,2026-07-03,"Rogers, Trevor",,ball,R,L,CIN,BAL,0,0,,,,95,4-Seam Fastball
FF,2026-07-03,"Detmers, Reid",,foul_tip,R,L,LAA,BOS,0,0,,,,93.9,4-Seam Fastball
FF,2026-07-03,"Hughes, Gabriel",,called_strike,L,R,COL,SF,0,0,,,,95.9,4-Seam Fastball
FF,2026-07-03,"Scott, Christian",,called_strike,L,R,ATL,NYM,0,0,,,,95.3,4-Seam Fastball
CU,2026-07-01,"Gore, MacKenzie",strikeout,swinging_strike_blocked,R,L,CLE,TEX,1,2,,,,83.4,Curveball
CH,2026-07-01,"Peralta, Freddy",field_out,hit_into_play,L,R,TOR,NYM,0,1,27,70.4,-1,85.7,Changeup
FF,2026-07-01,"Gore, MacKenzie",,called_strike,R,L,CLE,TEX,1,1,,,,96.1,4-Seam Fastball
CH,2026-07-01,"Gore, MacKenzie",,ball,R,L,CLE,TEX,0,1,,,,87.7,Changeup
CU,2026-07-01,"Peralta, Freddy",,swinging_strike,L,R,TOR,NYM,0,0,,,,77.4,Curveball
CU,2026-07-01,"Peralta, Freddy",field_out,hit_into_play,R,R,TOR,NYM,2,2,4,27.1,-13,77.2,Curveball
CU,2026-07-01,"Gore, MacKenzie",,swinging_strike,R,L,CLE,TEX,0,0,,,,82.8,Curveball
CH,2026-07-01,"Peralta, Freddy",,foul,R,R,TOR,NYM,2,2,135,72.2,14,86.4,Changeup
SL,2026-07-01,"Gore, MacKenzie",field_out,hit_into_play,R,L,CLE,TEX,1,0,291,91.1,36,86,Slider
CU,2026-07-01,"Gore, MacKenzie",,ball,R,L,CLE,TEX,0,0,,,,81.1,Curveball
FF,2026-07-01,"Peralta, Freddy",,foul,R,R,TOR,NYM,2,2,244,100.7,64,94.1,4-Seam Fastball
SL,2026-07-01,"Gore, MacKenzie",strikeout,swinging_strike,L,L,CLE,TEX,1,2,,,,87.9,Slider
CS,2026-07-01,"Peralta, Freddy",,foul,R,R,TOR,NYM,2,2,169,62,49,74.6,Slow Curve
SL,2026-07-01,"Gore, MacKenzie",,called_strike,L,L,CLE,TEX,1,1,,,,85.8,Slider
ST,2026-07-01,"Peralta, Freddy",,foul,R,R,TOR,NYM,2,1,120,75.9,79,80.8,Sweeper
SL,2026-07-01,"Gore, MacKenzie",,ball,L,L,CLE,TEX,0,1,,,,85.2,Slider
FF,2026-07-01,"Peralta, Freddy",,ball,R,R,TOR,NYM,1,1,,,,93.2,4-Seam Fastball
SL,2026-07-01,"Gore, MacKenzie",,swinging_strike,L,L,CLE,TEX,0,0,,,,86.7,Slider
CH,2026-07-01,"Peralta, Freddy",,ball,R,R,TOR,NYM,0,1,,,,85.5,Changeup
CH,2026-07-01,"Peralta, Freddy",,called_strike,R,R,TOR,NYM,0,0,,,,86.9,Changeup
FF,2026-07-01,"Gore, MacKenzie",field_out,hit_into_play,R,L,CLE,TEX,0,0,214,90,58,96.5,4-Seam Fastball
CS,2026-07-01,"Peralta, Freddy",strikeout,swinging_strike_blocked,R,R,TOR,NYM,1,2,,,,76.6,Slow Curve
SL,2026-07-01,"Gore, MacKenzie",single,hit_into_play,L,L,CLE,TEX,0,1,2,56.6,-42,87.5,Slider
SL,2026-07-01,"Gore, MacKenzie",,foul,L,L,CLE,TEX,0,0,51,29.7,37,87.4,Slider
FF,2026-07-01,"Peralta, Freddy",,ball,R,R,TOR,NYM,0,2,,,,91.9,4-Seam Fastball
CH,2026-07-01,"Peralta, Freddy",,foul,R,R,TOR,NYM,0,1,234,76.1,36,86.2,Changeup
FF,2026-07-01,"Gore, MacKenzie",field_out,hit_into_play,R,L,CLE,TEX,1,0,13,98.4,-9,95.3,4-Seam Fastball
FS,2026-07-01,"Kremer, Dean",force_out,hit_into_play,L,R,BAL,CWS,1,2,2,65.7,-43,82.7,Split-Finger
CH,2026-07-01,"Gore, MacKenzie",,ball,R,L,CLE,TEX,0,0,,,,85.4,Changeup
FS,2026-07-01,"Kremer, Dean",,swinging_strike,L,R,BAL,CWS,1,1,,,,83.6,Split-Finger
FF,2026-07-01,"Peralta, Freddy",,called_strike,R,R,TOR,NYM,0,0,,,,94.5,4-Seam Fastball
FS,2026-07-01,"Kremer, Dean",,ball,L,R,BAL,CWS,0,1,,,,83.2,Split-Finger
FF,2026-07-01,"Peralta, Freddy",field_out,hit_into_play,L,R,TOR,NYM,3,2,79,101.5,3,94.7,4-Seam Fastball
SL,2026-07-01,"Gore, MacKenzie",field_out,hit_into_play,L,L,CLE,TEX,1,1,9,90.1,-17,86.4,Slider
FF,2026-07-01,"Gore, MacKenzie",,foul,L,L,CLE,TEX,1,0,275,90.9,37,95.4,4-Seam Fastball
FS,2026-07-01,"Kremer, Dean",,swinging_strike,L,R,BAL,CWS,0,0,,,,82.1,Split-Finger
FF,2026-07-01,"Peralta, Freddy",,swinging_strike,L,R,TOR,NYM,3,1,,,,94.4,4-Seam Fastball
FF,2026-07-01,"Gore, MacKenzie",,ball,L,L,CLE,TEX,0,0,,,,95.9,4-Seam Fastball
FS,2026-07-01,"Kremer, Dean",strikeout,swinging_strike,L,R,BAL,CWS,2,2,,,,83.3,Split-Finger
FF,2026-07-01,"Peralta, Freddy",,called_strike,L,R,TOR,NYM,3,0,,,,94,4-Seam Fastball
FF,2026-07-01,"Gore, MacKenzie",field_out,hit_into_play,R,L,CLE,TEX,3,2,206,86.3,57,96.8,4-Seam Fastball
SI,2026-07-01,"Kremer, Dean",,foul,L,R,BAL,CWS,2,1,201,75.5,22,92.6,Sinker
FF,2026-07-01,"Peralta, Freddy",,ball,L,R,TOR,NYM,2,0,,,,95.3,4-Seam Fastball
FF,2026-07-01,"Peralta, Freddy",,ball,L,R,TOR,NYM,1,0,,,,95.1,4-Seam Fastball
CU,2026-07-01,"Kremer, Dean",,called_strike,L,R,BAL,CWS,2,0,,,,75.8,Curveball
FF,2026-07-01,"Gore, MacKenzie",,swinging_strike,R,L,CLE,TEX,3,1,,,,98.3,4-Seam Fastball
FF,2026-07-01,"Gore, MacKenzie",,ball,R,L,CLE,TEX,2,1,,,,97.1,4-Seam Fastball
SI,2026-07-01,"Kremer, Dean",,ball,L,R,BAL,CWS,1,0,,,,92.8,Sinker
FF,2026-07-01,"Peralta, Freddy",,ball,L,R,TOR,NYM,0,0,,,,94.8,4-Seam Fastball
FF,2026-07-01,"Peralta, Freddy",walk,ball,L,R,TOR,NYM,3,0,,,,93.2,4-Seam Fastball
SI,2026-07-01,"Kremer, Dean",,ball,L,R,BAL,CWS,0,0,,,,92,Sinker
FF,2026-07-01,"Gore, MacKenzie",,foul,R,L,CLE,TEX,2,0,,,,97.2,4-Seam Fastball
CU,2026-07-01,"Kremer, Dean",force_out,hit_into_play,R,R,BAL,CWS,1,0,72,73.9,7,74.8,Curveball
FF,2026-07-01,"Gore, MacKenzie",,ball,R,L,CLE,TEX,1,0,,,,97.2,4-Seam Fastball
FF,2026-07-01,"Peralta, Freddy",,ball,L,R,TOR,NYM,2,0,,,,96,4-Seam Fastball
CU,2026-07-01,"Gore, MacKenzie",,blocked_ball,R,L,CLE,TEX,0,0,,,,81.4,Curveball
CU,2026-07-01,"Peralta, Freddy",,ball,L,R,TOR,NYM,1,0,,,,81.1,Curveball
CU,2026-07-01,"Kremer, Dean",,ball,R,R,BAL,CWS,0,0,,,,76.4,Curveball
FF,2026-07-01,"Peralta, Freddy",,ball,L,R,TOR,NYM,0,0,,,,95.7,4-Seam Fastball
FF,2026-07-01,"Gore, MacKenzie",double,hit_into_play,L,L,CLE,TEX,2,0,378,103,22,95.5,4-Seam Fastball
FF,2026-07-01,"Kremer, Dean",single,hit_into_play,L,R,BAL,CWS,2,2,250,84.1,20,93.8,4-Seam Fastball
FS,2026-07-01,"Kremer, Dean",,ball,L,R,BAL,CWS,1,2,,,,82.7,Split-Finger
FF,2026-07-01,"Peralta, Freddy",home_run,hit_into_play,L,R,TOR,NYM,1,0,349,95.6,34,96.9,4-Seam Fastball
FF,2026-07-01,"Gore, MacKenzie",,ball,L,L,CLE,TEX,1,0,,,,96.3,4-Seam Fastball
SL,2026-07-01,"Gore, MacKenzie",,ball,L,L,CLE,TEX,0,0,,,,85.4,Slider
FS,2026-07-01,"Kremer, Dean",,foul,L,R,BAL,CWS,1,1,161,72.4,68,81.3,Split-Finger
CU,2026-07-01,"Peralta, Freddy",,blocked_ball,L,R,TOR,NYM,0,0,,,,82.1,Curveball
SI,2026-07-01,"Kremer, Dean",,foul,L,R,BAL,CWS,1,0,204,74.7,57,92.6,Sinker
FF,2026-07-01,"Peralta, Freddy",double,hit_into_play,R,R,TOR,NYM,3,2,345,97.4,21,99.5,4-Seam Fastball
FF,2026-07-01,"Gore, MacKenzie",field_out,hit_into_play,R,L,CLE,TEX,3,2,300,90.7,47,97.5,4-Seam Fastball
SI,2026-07-01,"Kremer, Dean",,ball,L,R,BAL,CWS,0,0,,,,91.9,Sinker
CU,2026-07-01,"Peralta, Freddy",,blocked_ball,R,R,TOR,NYM,2,2,,,,80.3,Curveball
CH,2026-07-01,"Gore, MacKenzie",,ball,R,L,CLE,TEX,2,2,,,,86.3,Changeup
FF,2026-07-01,"Gore, MacKenzie",,ball,R,L,CLE,TEX,1,2,,,,97.3,4-Seam Fastball
FS,2026-07-01,"Kremer, Dean",field_out,hit_into_play,L,R,BAL,CWS,2,2,5,78.3,-33,82.7,Split-Finger
CU,2026-07-01,"Peralta, Freddy",,foul,R,R,TOR,NYM,2,1,6,81,-27,80.7,Curveball
FF,2026-07-01,"Gore, MacKenzie",,swinging_strike,R,L,CLE,TEX,1,1,,,,96.4,4-Seam Fastball
FF,2026-07-01,"Kremer, Dean",,foul,L,R,BAL,CWS,2,2,138,82.5,9,94.8,4-Seam Fastball
FF,2026-07-01,"Peralta, Freddy",,ball,R,R,TOR,NYM,1,1,,,,98.4,4-Seam Fastball
FS,2026-07-01,"Kremer, Dean",,foul,L,R,BAL,CWS,2,2,,,,82.6,Split-Finger
FF,2026-07-01,"Peralta, Freddy",,called_strike,R,R,TOR,NYM,1,0,,,,99.2,4-Seam Fastball
FF,2026-07-01,"Gore, MacKenzie",,ball,R,L,CLE,TEX,0,1,,,,97.1,4-Seam Fastball
FF,2026-07-01,"Peralta, Freddy",,ball,R,R,TOR,NYM,0,0,,,,99.5,4-Seam Fastball
FF,2026-07-01,"Gore, MacKenzie",,swinging_strike,R,L,CLE,TEX,0,0,,,,97.3,4-Seam Fastball
FS,2026-07-01,"Kremer, Dean",,ball,L,R,BAL,CWS,1,2,,,,83.8,Split-Finger
