pitch_type,game_date,player_name,events,description,stand,p_throws,home_team,away_team,balls,strikes,hit_distance_sc,launch_speed,launch_angle,effective_speed,pitch_name
FF,2026-07-30,"Cameron, Noah",,ball,R,L,MIN,KC,1,0,,,,93.2,4-Seam Fastball
FF,2026-07-30,"Gray, Sonny",field_out,hit_into_play,L,R,ATH,BOS,0,0,144,102.2,8,91.9,4-Seam Fastball
FF,2026-07-30,"Cameron, Noah",,ball,R,L,MIN,KC,0,0,,,,91.7,4-Seam Fastball
FF,2026-07-29,"Scott, Christian",field_out,hit_into_play,R,R,NYM,ATL,3,1,327,90.7,26,95.5,4-Seam Fastball
ST,2026-07-29,"Scott, Christian",,ball,R,R,NYM,ATL,2,1,,,,84.1,Sweeper
FF,2026-07-29,"Lopez, Jacob",field_out,hit_into_play,R,L,ATH,BOS,3,2,301,87.6,40,91.6,4-Seam Fastball
FC,2026-07-29,"Scott, Christian",,ball,R,R,NYM,ATL,1,1,,,,92.4,Cutter
FC,2026-07-29,"Lopez, Jacob",,called_strike,R,L,ATH,BOS,3,1,,,,89.7,Cutter
CH,2026-07-29,"Gore, MacKenzie",strikeout,foul_tip,R,L,TB,TEX,0,2,,,,86.9,Changeup
FC,2026-07-29,"Lopez, Jacob",,ball,R,L,ATH,BOS,2,1,,,,86.6,Cutter
ST,2026-07-29,"Scott, Christian",,ball,R,R,NYM,ATL,0,1,,,,83.7,Sweeper
FF,2026-07-29,"Lopez, Jacob",,ball,R,L,ATH,BOS,1,1,,,,92.3,4-Seam Fastball
FF,2026-07-29,"Rogers, Trevor",strikeout,called_strike,R,L,DET,BAL,0,2,,,,94.6,4-Seam Fastball
FF,2026-07-29,"Scott, Christian",,called_strike,R,R,NYM,ATL,0,0,,,,95.4,4-Seam Fastball
FF,2026-07-29,"Gore, MacKenzie",,foul,R,L,TB,TEX,0,1,64,99.2,1,95.8,4-Seam Fastball
FF,2026-07-29,"Rogers, Trevor",,swinging_strike,R,L,DET,BAL,0,1,,,,94.5,4-Seam Fastball
CH,2026-07-29,"Gore, MacKenzie",,called_strike,R,L,TB,TEX,0,0,,,,87,Changeup
FC,2026-07-29,"Lopez, Jacob",,foul,R,L,ATH,BOS,1,0,161,74.9,62,85.5,Cutter
FF,2026-07-29,"Scott, Christian",walk,ball,L,R,NYM,ATL,3,1,,,,94.5,4-Seam Fastball
FF,2026-07-29,"Rogers, Trevor",,swinging_strike,R,L,DET,BAL,0,0,,,,94.1,4-Seam Fastball
FC,2026-07-29,"Lopez, Jacob",,ball,R,L,ATH,BOS,0,0,,,,86.4,Cutter
FF,2026-07-29,"Gore, MacKenzie",field_out,hit_into_play,L,L,TB,TEX,0,1,6,82.3,-21,96.2,4-Seam Fastball
FF,2026-07-29,"Scott, Christian",,ball,L,R,NYM,ATL,2,1,,,,95.6,4-Seam Fastball
FF,2026-07-29,"Gore, MacKenzie",,foul,L,L,TB,TEX,0,0,256,80.3,30,97,4-Seam Fastball
FF,2026-07-29,"Scott, Christian",,ball,L,R,NYM,ATL,1,1,,,,94.3,4-Seam Fastball
CH,2026-07-29,"Rogers, Trevor",field_out,hit_into_play,R,L,DET,BAL,0,2,3,101.3,-24,86.8,Changeup
SL,2026-07-29,"Lopez, Jacob",single,hit_into_play,R,L,ATH,BOS,1,2,114,92,8,75.4,Slider
SL,2026-07-29,"Lopez, Jacob",,swinging_strike,R,L,ATH,BOS,1,1,,,,78.4,Slider
FF,2026-07-29,"Gore, MacKenzie",field_out,hit_into_play,R,L,TB,TEX,2,0,38,80.3,78,94.7,4-Seam Fastball
CU,2026-07-29,"Scott, Christian",,ball,L,R,NYM,ATL,0,1,,,,82.5,Curveball
CH,2026-07-29,"Rogers, Trevor",,foul,R,L,DET,BAL,0,1,30,22.5,36,88,Changeup
SI,2026-07-29,"Rogers, Trevor",,called_strike,R,L,DET,BAL,0,0,,,,93.3,Sinker
CH,2026-07-29,"Lopez, Jacob",,ball,R,L,ATH,BOS,0,1,,,,81.1,Changeup
FF,2026-07-29,"Scott, Christian",,called_strike,L,R,NYM,ATL,0,0,,,,95.3,4-Seam Fastball
FF,2026-07-29,"Gore, MacKenzie",,ball,R,L,TB,TEX,1,0,,,,95.4,4-Seam Fastball
FF,2026-07-29,"Lopez, Jacob",,foul,R,L,ATH,BOS,0,0,192,76.7,58,89.5,4-Seam Fastball
ST,2026-07-29,"Scott, Christian",field_out,hit_into_play,L,R,NYM,ATL,2,1,29,76.5,81,83.3,Sweeper
FC,2026-07-29,"Rogers, Trevor",double,hit_into_play,L,L,DET,BAL,1,1,7,76.5,-16,84.7,Cutter
CH,2026-07-29,"Gore, MacKenzie",,ball,R,L,TB,TEX,0,0,,,,86.9,Changeup
FF,2026-07-29,"Lopez, Jacob",strikeout,swinging_strike,R,L,ATH,BOS,0,2,,,,92,4-Seam Fastball
FC,2026-07-29,"Rogers, Trevor",,ball,L,L,DET,BAL,0,1,,,,85.8,Cutter
FF,2026-07-29,"Gore, MacKenzie",strikeout,swinging_strike,R,L,TB,TEX,2,2,,,,96.6,4-Seam Fastball
ST,2026-07-29,"Scott, Christian",,ball,L,R,NYM,ATL,1,1,,,,81.8,Sweeper
FF,2026-07-29,"Scott, Christian",,ball,L,R,NYM,ATL,0,1,,,,94.7,4-Seam Fastball
SI,2026-07-29,"Rogers, Trevor",,called_strike,L,L,DET,BAL,0,0,,,,93.6,Sinker
CU,2026-07-29,"Gore, MacKenzie",,ball,R,L,TB,TEX,1,2,,,,84,Curveball
FF,2026-07-29,"Lopez, Jacob",,swinging_strike,R,L,ATH,BOS,0,1,,,,91.5,4-Seam Fastball
CU,2026-07-29,"Scott, Christian",,foul,L,R,NYM,ATL,0,0,332,90.5,32,83,Curveball
FF,2026-07-29,"Rogers, Trevor",field_out,hit_into_play,R,L,DET,BAL,0,1,269,87.9,52,93.2,4-Seam Fastball
SL,2026-07-29,"Lopez, Jacob",,foul,R,L,ATH,BOS,0,0,174,62.8,28,75.8,Slider
FF,2026-07-29,"Gore, MacKenzie",,swinging_strike,R,L,TB,TEX,1,1,,,,95.5,4-Seam Fastball
FF,2026-07-29,"Lopez, Jacob",strikeout,foul_tip,L,L,ATH,BOS,1,2,,,,91.8,4-Seam Fastball
FF,2026-07-29,"Rogers, Trevor",,foul,R,L,DET,BAL,0,0,96,75.8,7,93.7,4-Seam Fastball
FF,2026-07-29,"Gore, MacKenzie",,called_strike,R,L,TB,TEX,1,0,,,,96.5,4-Seam Fastball
FF,2026-07-29,"Scott, Christian",single,hit_into_play,L,R,NYM,ATL,1,2,37,105.7,-2,96.2,4-Seam Fastball
FF,2026-07-29,"Gore, MacKenzie",,ball,R,L,TB,TEX,0,0,,,,96.7,4-Seam Fastball
CH,2026-07-29,"Rogers, Trevor",field_error,hit_into_play,R,L,DET,BAL,1,2,3,86.3,-40,86.2,Changeup
SL,2026-07-29,"Lopez, Jacob",,foul,L,L,ATH,BOS,1,2,149,65.2,62,75.1,Slider
FC,2026-07-29,"Scott, Christian",,called_strike,L,R,NYM,ATL,1,1,,,,91.6,Cutter
FF,2026-07-29,"Lopez, Jacob",,foul,L,L,ATH,BOS,1,1,48,49,8,92.2,4-Seam Fastball
FF,2026-07-29,"Rogers, Trevor",,foul_tip,R,L,DET,BAL,1,1,,,,93.3,4-Seam Fastball
FF,2026-07-29,"Gore, MacKenzie",field_out,hit_into_play,R,L,TB,TEX,0,0,36,66.9,0,96.8,4-Seam Fastball
FF,2026-07-29,"Scott, Christian",,swinging_strike,L,R,NYM,ATL,1,0,,,,95.2,4-Seam Fastball
FF,2026-07-29,"Scott, Christian",,ball,L,R,NYM,ATL,0,0,,,,95.8,4-Seam Fastball
SL,2026-07-29,"Lopez, Jacob",,foul,L,L,ATH,BOS,1,0,7,82.2,-16,77.3,Slider
CH,2026-07-29,"Rogers, Trevor",,ball,R,L,DET,BAL,0,1,,,,87.4,Changeup
SI,2026-07-29,"Gore, MacKenzie",strikeout,called_strike,L,L,TB,TEX,2,2,,,,97,Sinker
SL,2026-07-29,"Gore, MacKenzie",,foul,L,L,TB,TEX,2,2,8,81.4,-15,85.8,Slider
FF,2026-07-29,"Scott, Christian",strikeout,swinging_strike,R,R,NYM,ATL,1,2,,,,95.4,4-Seam Fastball
SL,2026-07-29,"Lopez, Jacob",,ball,L,L,ATH,BOS,0,0,,,,75.2,Slider
FF,2026-07-29,"Rogers, Trevor",,called_strike,R,L,DET,BAL,0,0,,,,94.3,4-Seam Fastball
CU,2026-07-29,"Gore, MacKenzie",,ball,L,L,TB,TEX,1,2,,,,82.2,Curveball
FF,2026-07-29,"Scott, Christian",,called_strike,R,R,NYM,ATL,1,1,,,,94.8,4-Seam Fastball
FC,2026-07-29,"Rogers, Trevor",field_error,hit_into_play,L,L,DET,BAL,2,2,83,76.8,7,84.6,Cutter
FF,2026-07-29,"Lopez, Jacob",strikeout,swinging_strike,R,L,ATH,BOS,2,2,,,,91.3,4-Seam Fastball
ST,2026-07-29,"Wesneski, Hayden",single,hit_into_play,R,R,LAA,HOU,1,2,206,83.1,16,81.6,Sweeper
ST,2026-07-29,"Scott, Christian",,called_strike,R,R,NYM,ATL,1,0,,,,81.8,Sweeper
SL,2026-07-29,"Lopez, Jacob",,foul,R,L,ATH,BOS,2,2,86,89.6,4,76.3,Slider
ST,2026-07-29,"Wesneski, Hayden",,ball,R,R,LAA,HOU,0,2,,,,82.5,Sweeper
FF,2026-07-29,"Gore, MacKenzie",,foul,L,L,TB,TEX,1,2,244,81.9,37,96,4-Seam Fastball
SI,2026-07-29,"Rogers, Trevor",,ball,L,L,DET,BAL,1,2,,,,92.5,Sinker
FF,2026-07-29,"Scott, Christian",,ball,R,R,NYM,ATL,0,0,,,,94.5,4-Seam Fastball
SI,2026-07-29,"Wesneski, Hayden",,called_strike,R,R,LAA,HOU,0,1,,,,93.2,Sinker
FF,2026-07-29,"Lopez, Jacob",,ball,R,L,ATH,BOS,1,2,,,,91.1,4-Seam Fastball
ST,2026-07-29,"Rogers, Trevor",,ball,L,L,DET,BAL,0,2,,,,78.8,Sweeper
SI,2026-07-29,"Gore, MacKenzie",,foul,L,L,TB,TEX,1,1,199,66.6,41,96.6,Sinker
FF,2026-07-29,"Lopez, Jacob",,ball,R,L,ATH,BOS,0,2,,,,91.8,4-Seam Fastball
SI,2026-07-29,"Scott, Christian",single,hit_into_play,L,R,NYM,ATL,1,1,10,70.8,-3,92.2,Sinker
FC,2026-07-29,"Rogers, Trevor",,foul,L,L,DET,BAL,0,1,164,77.7,71,81.4,Cutter
FF,2026-07-29,"Hughes, Gabriel",single,hit_into_play,R,R,SD,COL,1,0,147,84.4,11,91.4,4-Seam Fastball
SL,2026-07-29,"Gore, MacKenzie",,ball,L,L,TB,TEX,0,1,,,,86.4,Slider
FC,2026-07-29,"Wesneski, Hayden",,called_strike,R,R,LAA,HOU,0,0,,,,88.7,Cutter
FC,2026-07-29,"Lopez, Jacob",,called_strike,R,L,ATH,BOS,0,1,,,,86.6,Cutter
ST,2026-07-29,"Scott, Christian",,swinging_strike,L,R,NYM,ATL,1,0,,,,82.7,Sweeper
FF,2026-07-29,"Hughes, Gabriel",,ball,R,R,SD,COL,0,0,,,,90.3,4-Seam Fastball
CH,2026-07-29,"Wesneski, Hayden",field_out,hit_into_play,L,R,LAA,HOU,0,1,39,76.2,1,85.4,Changeup
SL,2026-07-29,"Gore, MacKenzie",,foul,L,L,TB,TEX,0,0,1,30.3,-60,84.1,Slider
FF,2026-07-29,"Rogers, Trevor",,swinging_strike,L,L,DET,BAL,0,0,,,,92.3,4-Seam Fastball
FF,2026-07-29,"Scott, Christian",,ball,L,R,NYM,ATL,0,0,,,,94.7,4-Seam Fastball
CH,2026-07-29,"Rogers, Trevor",field_out,hit_into_play,R,L,DET,BAL,1,2,90,106.1,4,87,Changeup
CU,2026-07-29,"Wesneski, Hayden",,foul,L,R,LAA,HOU,0,0,5,57.9,-30,72.9,Curveball
SL,2026-07-29,"Hughes, Gabriel",double_play,hit_into_play,R,R,SD,COL,0,0,246,80.8,41,85.3,Slider
FF,2026-07-29,"Lopez, Jacob",,swinging_strike,R,L,ATH,BOS,0,0,,,,89.7,4-Seam Fastball
CH,2026-07-29,"Gore, MacKenzie",field_out,hit_into_play,R,L,TB,TEX,2,2,313,94.8,44,85.1,Changeup
ST,2026-07-29,"Wesneski, Hayden",strikeout,swinging_strike_blocked,R,R,LAA,HOU,2,2,,,,80.9,Sweeper
SL,2026-07-29,"Lopez, Jacob",home_run,hit_into_play,R,L,ATH,BOS,1,0,375,95.2,37,76,Slider
CU,2026-07-29,"Scott, Christian",double,hit_into_play,L,R,NYM,ATL,1,2,196,90.8,11,84.2,Curveball
FF,2026-07-29,"Gore, MacKenzie",,ball,R,L,TB,TEX,1,2,,,,95.1,4-Seam Fastball
FF,2026-07-29,"Rogers, Trevor",,foul,R,L,DET,BAL,1,1,191,73.3,60,94,4-Seam Fastball
CH,2026-07-29,"Lopez, Jacob",,ball,R,L,ATH,BOS,0,0,,,,80.3,Changeup
CU,2026-07-29,"Scott, Christian",,ball,L,R,NYM,ATL,0,2,,,,81.2,Curveball
FF,2026-07-29,"Hughes, Gabriel",walk,ball,R,R,SD,COL,3,0,,,,91.8,4-Seam Fastball
ST,2026-07-29,"Wesneski, Hayden",,called_strike,R,R,LAA,HOU,2,1,,,,79.6,Sweeper
FF,2026-07-29,"Gore, MacKenzie",,called_strike,R,L,TB,TEX,1,1,,,,95.9,4-Seam Fastball
FF,2026-07-29,"Rogers, Trevor",,foul,R,L,DET,BAL,1,0,230,74.6,31,93.1,4-Seam Fastball
FC,2026-07-29,"Wesneski, Hayden",,foul,R,R,LAA,HOU,2,0,,,,87.8,Cutter
FF,2026-07-29,"Hughes, Gabriel",,ball,R,R,SD,COL,2,0,,,,91.8,4-Seam Fastball
FF,2026-07-29,"Gore, MacKenzie",,ball,R,L,TB,TEX,0,1,,,,94.9,4-Seam Fastball
FC,2026-07-29,"Scott, Christian",,foul,L,R,NYM,ATL,0,1,,,,89.6,Cutter
FF,2026-07-29,"Rogers, Trevor",,ball,R,L,DET,BAL,0,0,,,,93,4-Seam Fastball
FF,2026-07-29,"Lopez, Jacob",grounded_into_double_play,hit_into_play,R,L,ATH,BOS,2,2,9,97.2,-17,92.5,4-Seam Fastball
SI,2026-07-29,"Wesneski, Hayden",,ball,R,R,LAA,HOU,1,0,,,,91.8,Sinker
SL,2026-07-29,"Lopez, Jacob",,ball,R,L,ATH,BOS,1,2,,,,77.9,Slider
CU,2026-07-29,"Scott, Christian",,called_strike,L,R,NYM,ATL,0,0,,,,81.4,Curveball
CH,2026-07-29,"Gore, MacKenzie",,called_strike,R,L,TB,TEX,0,0,,,,85.5,Changeup
FF,2026-07-29,"Rogers, Trevor",sac_fly,hit_into_play,R,L,DET,BAL,2,0,273,92.5,53,94.5,4-Seam Fastball
SI,2026-07-29,"Hughes, Gabriel",,ball,R,R,SD,COL,1,0,,,,90.7,Sinker
SI,2026-07-29,"Wesneski, Hayden",,ball,R,R,LAA,HOU,0,0,,,,91.2,Sinker
FF,2026-07-29,"Rogers, Trevor",,ball,R,L,DET,BAL,1,0,,,,92.9,4-Seam Fastball
FC,2026-07-29,"Scott, Christian",strikeout,swinging_strike,R,R,NYM,ATL,2,2,,,,90.2,Cutter
CH,2026-07-29,"Lopez, Jacob",,swinging_strike,R,L,ATH,BOS,1,1,,,,84.2,Changeup
FF,2026-07-29,"Gore, MacKenzie",field_out,hit_into_play,R,L,TB,TEX,0,0,186,72.8,58,96.4,4-Seam Fastball
SI,2026-07-29,"Hughes, Gabriel",,ball,R,R,SD,COL,0,0,,,,92.7,Sinker
ST,2026-07-29,"Wesneski, Hayden",grounded_into_double_play,hit_into_play,R,R,LAA,HOU,0,1,55,77.6,3,82.2,Sweeper
SI,2026-07-29,"Hughes, Gabriel",single,hit_into_play,R,R,SD,COL,0,1,9,90.6,-13,90.3,Sinker
FF,2026-07-29,"Gore, MacKenzie",field_out,hit_into_play,R,L,TB,TEX,0,0,250,81.7,47,96.2,4-Seam Fastball
SL,2026-07-29,"Lopez, Jacob",,foul,R,L,ATH,BOS,1,0,198,66.5,55,78.3,Slider
FF,2026-07-29,"Rogers, Trevor",,ball,R,L,DET,BAL,0,0,,,,92.9,4-Seam Fastball
FF,2026-07-29,"Scott, Christian",,foul,R,R,NYM,ATL,2,2,135,84.6,74,96.7,4-Seam Fastball
SL,2026-07-29,"Lopez, Jacob",,ball,R,L,ATH,BOS,0,0,,,,78.9,Slider
FC,2026-07-29,"Gore, MacKenzie",hit_by_pitch,hit_by_pitch,R,L,TB,TEX,1,2,,,,90.1,Cutter
FF,2026-07-29,"Hughes, Gabriel",,foul,R,R,SD,COL,0,0,184,77.1,60,92.1,4-Seam Fastball
FC,2026-07-29,"Wesneski, Hayden",,called_strike,R,R,LAA,HOU,0,0,,,,89.1,Cutter
ST,2026-07-29,"Scott, Christian",,ball,R,R,NYM,ATL,1,2,,,,82,Sweeper
FC,2026-07-29,"Rogers, Trevor",strikeout,swinging_strike,L,L,DET,BAL,2,2,,,,84.8,Cutter
SI,2026-07-29,"Rogers, Trevor",,called_strike,L,L,DET,BAL,2,1,,,,93.2,Sinker
FF,2026-07-29,"Hughes, Gabriel",field_out,hit_into_play,R,R,SD,COL,0,1,340,96.6,38,92.3,4-Seam Fastball
ST,2026-07-29,"Scott, Christian",,foul,R,R,NYM,ATL,1,1,122,104.4,7,81.8,Sweeper
FC,2026-07-29,"Lopez, Jacob",single,hit_into_play,R,L,ATH,BOS,0,0,201,90.6,12,88,Cutter
ST,2026-07-29,"Wesneski, Hayden",hit_by_pitch,hit_by_pitch,L,R,LAA,HOU,0,0,,,,79,Sweeper
CH,2026-07-29,"Gore, MacKenzie",,foul,R,L,TB,TEX,1,2,1,65.9,-58,87.6,Changeup
ST,2026-07-29,"Scott, Christian",,foul,R,R,NYM,ATL,1,0,,,,82.6,Sweeper
FF,2026-07-29,"Wesneski, Hayden",field_out,hit_into_play,R,R,LAA,HOU,1,1,187,96.6,62,92.6,4-Seam Fastball
SI,2026-07-29,"Hughes, Gabriel",,foul,R,R,SD,COL,0,0,98,75.4,7,93.1,Sinker
FF,2026-07-29,"Gore, MacKenzie",,foul,R,L,TB,TEX,1,2,115,77.2,9,95.5,4-Seam Fastball
FC,2026-07-29,"Rogers, Trevor",,swinging_strike,L,L,DET,BAL,2,0,,,,85.7,Cutter
SL,2026-07-29,"Lopez, Jacob",single,hit_into_play,R,L,ATH,BOS,0,1,132,94.2,9,75.4,Slider
FF,2026-07-29,"Hughes, Gabriel",sac_fly,hit_into_play,L,R,SD,COL,2,2,312,86.7,36,93.2,4-Seam Fastball
ST,2026-07-29,"Scott, Christian",,ball,R,R,NYM,ATL,0,0,,,,79.7,Sweeper
FF,2026-07-29,"Wesneski, Hayden",,ball,R,R,LAA,HOU,0,1,,,,93.2,4-Seam Fastball
FC,2026-07-29,"Lopez, Jacob",,called_strike,R,L,ATH,BOS,0,0,,,,86,Cutter
SI,2026-07-29,"Rogers, Trevor",,ball,L,L,DET,BAL,1,0,,,,93.3,Sinker
FF,2026-07-29,"Gore, MacKenzie",,called_strike,R,L,TB,TEX,1,1,,,,95.4,4-Seam Fastball
SL,2026-07-29,"Lopez, Jacob",field_out,hit_into_play,R,L,ATH,BOS,0,0,190,71.2,56,76.1,Slider
FF,2026-07-29,"Scott, Christian",strikeout,swinging_strike,L,R,NYM,ATL,2,2,,,,95.4,4-Seam Fastball
SI,2026-07-29,"Rogers, Trevor",,ball,L,L,DET,BAL,0,0,,,,92.5,Sinker
CH,2026-07-29,"Gore, MacKenzie",,ball,R,L,TB,TEX,0,1,,,,85.4,Changeup
ST,2026-07-29,"Wesneski, Hayden",,called_strike,R,R,LAA,HOU,0,0,,,,76.6,Sweeper
CU,2026-07-29,"Hughes, Gabriel",,blocked_ball,L,R,SD,COL,1,2,,,,77.3,Curveball
SI,2026-07-29,"Wesneski, Hayden",field_out,hit_into_play,R,R,LAA,HOU,1,1,143,100.6,9,93.9,Sinker
CH,2026-07-29,"Rogers, Trevor",double,hit_into_play,R,L,DET,BAL,1,0,303,100,18,86.4,Changeup
FC,2026-07-29,"Lopez, Jacob",single,hit_into_play,R,L,ATH,BOS,1,0,14,89.8,-10,87.3,Cutter
CU,2026-07-29,"Gore, MacKenzie",,called_strike,R,L,TB,TEX,0,0,,,,81,Curveball
FS,2026-07-29,"Scott, Christian",,foul,L,R,NYM,ATL,2,2,32,97.1,-2,85,Split-Finger
FF,2026-07-29,"Hughes, Gabriel",,foul,L,R,SD,COL,1,1,187,73,21,92.7,4-Seam Fastball
FC,2026-07-29,"Lopez, Jacob",,ball,R,L,ATH,BOS,0,0,,,,86.7,Cutter
ST,2026-07-29,"Rogers, Trevor",,ball,R,L,DET,BAL,0,0,,,,77,Sweeper
FF,2026-07-29,"Scott, Christian",,foul,L,R,NYM,ATL,2,2,204,87.4,63,95.1,4-Seam Fastball
SI,2026-07-29,"Wesneski, Hayden",,ball,R,R,LAA,HOU,0,1,,,,93.5,Sinker
CU,2026-07-29,"Hughes, Gabriel",,foul,L,R,SD,COL,1,0,295,89.2,39,78.1,Curveball
FF,2026-07-29,"Hughes, Gabriel",,ball,L,R,SD,COL,0,0,,,,92.8,4-Seam Fastball
FF,2026-07-29,"Rogers, Trevor",single,hit_into_play,R,L,DET,BAL,1,1,118,89.7,7,92.7,4-Seam Fastball
CH,2026-07-29,"Gore, MacKenzie",strikeout,swinging_strike,R,L,TB,TEX,1,2,,,,87.6,Changeup
ST,2026-07-29,"Wesneski, Hayden",,called_strike,R,R,LAA,HOU,0,0,,,,79.7,Sweeper
ST,2026-07-29,"Scott, Christian",,foul,L,R,NYM,ATL,2,2,63,71.8,87,81.6,Sweeper
SL,2026-07-29,"Lopez, Jacob",strikeout,swinging_strike,R,L,ATH,BOS,2,2,,,,75.9,Slider
SL,2026-07-29,"Lopez, Jacob",,swinging_strike,R,L,ATH,BOS,2,1,,,,75.5,Slider
FF,2026-07-29,"Scott, Christian",,foul,L,R,NYM,ATL,2,2,184,76.8,18,95.5,4-Seam Fastball
FF,2026-07-29,"Hughes, Gabriel",field_out,hit_into_play,L,R,SD,COL,1,0,2,88.6,-41,93.3,4-Seam Fastball
CH,2026-07-29,"Gore, MacKenzie",,foul,R,L,TB,TEX,1,2,7,71.2,-22,86.6,Changeup
FF,2026-07-29,"Rogers, Trevor",,ball,R,L,DET,BAL,0,1,,,,92.6,4-Seam Fastball
CH,2026-07-29,"Wesneski, Hayden",single,hit_into_play,L,R,LAA,HOU,0,1,224,73.5,21,86.3,Changeup
ST,2026-07-29,"Rogers, Trevor",,called_strike,R,L,DET,BAL,0,0,,,,77,Sweeper
ST,2026-07-29,"Wesneski, Hayden",,called_strike,L,R,LAA,HOU,0,0,,,,78.9,Sweeper
FF,2026-07-29,"Gore, MacKenzie",,ball,R,L,TB,TEX,0,2,,,,96.1,4-Seam Fastball
CH,2026-07-29,"Hughes, Gabriel",,ball,L,R,SD,COL,0,0,,,,88.9,Changeup
FC,2026-07-29,"Lopez, Jacob",,foul,R,L,ATH,BOS,2,0,326,109.1,24,87.3,Cutter
FF,2026-07-29,"Scott, Christian",,foul,L,R,NYM,ATL,2,2,192,84.6,63,95.3,4-Seam Fastball
CH,2026-07-29,"Hughes, Gabriel",single,hit_into_play,L,R,SD,COL,2,2,11,75.8,-12,88.6,Changeup
CH,2026-07-29,"Rogers, Trevor",triple,hit_into_play,R,L,DET,BAL,1,1,265,111.3,9,85.5,Changeup
FF,2026-07-29,"Gore, MacKenzie",,called_strike,R,L,TB,TEX,0,1,,,,94.7,4-Seam Fastball
CH,2026-07-29,"Lopez, Jacob",,ball,R,L,ATH,BOS,1,0,,,,81.8,Changeup
FF,2026-07-29,"Scott, Christian",,foul,L,R,NYM,ATL,2,2,213,74.8,25,95.3,4-Seam Fastball
FF,2026-07-29,"Wesneski, Hayden",field_out,hit_into_play,L,R,LAA,HOU,2,2,387,100.6,30,94.2,4-Seam Fastball
FF,2026-07-29,"Wesneski, Hayden",,ball,L,R,LAA,HOU,1,2,,,,93.8,4-Seam Fastball
FC,2026-07-29,"Scott, Christian",,foul,L,R,NYM,ATL,2,1,231,104.3,14,89,Cutter
FF,2026-07-29,"Rogers, Trevor",,ball,R,L,DET,BAL,0,1,,,,92.2,4-Seam Fastball
CH,2026-07-29,"Lopez, Jacob",,ball,R,L,ATH,BOS,0,0,,,,81.5,Changeup
FF,2026-07-29,"Gore, MacKenzie",,foul,R,L,TB,TEX,0,0,195,75.1,21,95.3,4-Seam Fastball
CH,2026-07-29,"Hughes, Gabriel",,ball,L,R,SD,COL,1,2,,,,87.9,Changeup
SI,2026-07-29,"Scott, Christian",,blocked_ball,L,R,NYM,ATL,1,1,,,,92.5,Sinker
FF,2026-07-29,"Gore, MacKenzie",field_out,hit_into_play,R,L,TB,TEX,1,2,281,85.7,39,96,4-Seam Fastball
FF,2026-07-29,"Lopez, Jacob",field_out,hit_into_play,L,L,ATH,BOS,0,2,307,86.4,26,92.9,4-Seam Fastball
CH,2026-07-29,"Wesneski, Hayden",,ball,L,R,LAA,HOU,0,2,,,,88.2,Changeup
CH,2026-07-29,"Rogers, Trevor",,called_strike,R,L,DET,BAL,0,0,,,,84.9,Changeup
FF,2026-07-29,"Hughes, Gabriel",,foul,L,R,SD,COL,1,1,316,95.4,39,93.3,4-Seam Fastball
FF,2026-07-29,"Scott, Christian",,called_strike,L,R,NYM,ATL,1,0,,,,95.4,4-Seam Fastball
FF,2026-07-29,"Gore, MacKenzie",,foul,R,L,TB,TEX,1,2,114,61.1,71,96.1,4-Seam Fastball
FF,2026-07-29,"Rogers, Trevor",field_out,hit_into_play,R,L,DET,BAL,1,2,260,92.4,59,93.4,4-Seam Fastball
CH,2026-07-29,"Wesneski, Hayden",,swinging_strike,L,R,LAA,HOU,0,1,,,,88,Changeup
FF,2026-07-29,"Lopez, Jacob",,swinging_strike,L,L,ATH,BOS,0,1,,,,91.8,4-Seam Fastball
FF,2026-07-29,"Hughes, Gabriel",,foul,L,R,SD,COL,1,0,135,79.8,10,92.9,4-Seam Fastball
FF,2026-07-29,"Gore, MacKenzie",,foul,R,L,TB,TEX,1,1,78,78.9,84,94.4,4-Seam Fastball
FS,2026-07-29,"Scott, Christian",,ball,L,R,NYM,ATL,0,0,,,,85,Split-Finger
CH,2026-07-29,"Rogers, Trevor",,foul,R,L,DET,BAL,1,1,32,96.6,-2,87.7,Changeup
ST,2026-07-29,"Hughes, Gabriel",,ball,L,R,SD,COL,0,0,,,,86.4,Sweeper
FF,2026-07-29,"Lopez, Jacob",,called_strike,L,L,ATH,BOS,0,0,,,,89.6,4-Seam Fastball
CH,2026-07-29,"Wesneski, Hayden",,called_strike,L,R,LAA,HOU,0,0,,,,86.8,Changeup
ST,2026-07-29,"Wesneski, Hayden",field_out,hit_into_play,R,R,LAA,HOU,1,2,6,70.9,-14,82.9,Sweeper
ST,2026-07-29,"Scott, Christian",force_out,hit_into_play,R,R,NYM,ATL,0,0,4,73.2,-22,81.1,Sweeper
CH,2026-07-29,"Rogers, Trevor",,called_strike,R,L,DET,BAL,1,0,,,,86.8,Changeup
FF,2026-07-29,"Gore, MacKenzie",,foul,R,L,TB,TEX,1,0,181,84.1,65,94.6,4-Seam Fastball
CH,2026-07-29,"Lopez, Jacob",single,hit_into_play,R,L,ATH,BOS,1,1,238,69,32,81.8,Changeup
CH,2026-07-29,"Hughes, Gabriel",hit_by_pitch,hit_by_pitch,R,R,SD,COL,2,1,,,,88.6,Changeup
CU,2026-07-29,"Gore, MacKenzie",,ball,R,L,TB,TEX,0,0,,,,80.4,Curveball
