pitch_type,game_date,player_name,events,description,stand,p_throws,home_team,away_team,bb_type,balls,strikes,outs_when_up,inning,hit_distance_sc,launch_speed,launch_angle
SI,2026-08-09,"Bell, Josh",field_out,hit_into_play,L,R,MIL,MIN,fly_ball,1,0,0,8,295,97.3,48
CU,2026-08-03,"Aranda, Jonathan",single,hit_into_play,L,R,COL,TB,line_drive,0,1,0,7,295,103.2,16
FS,2026-08-07,"Ballesteros, Moisés",field_out,hit_into_play,L,R,MIA,LAA,line_drive,0,1,1,4,294,107.8,12
FC,2026-08-02,"Burleson, Alec",field_out,hit_into_play,L,L,TOR,STL,fly_ball,0,2,2,9,294,99.6,48
FF,2026-08-09,"Sogard, Nick",field_out,hit_into_play,R,L,BOS,ATH,line_drive,1,0,0,7,294,99.5,19
FF,2026-08-02,"Clemens, Kody",field_out,hit_into_play,L,R,SEA,MIN,fly_ball,1,1,1,6,294,95.7,46
SI,2026-08-02,"Aranda, Jonathan",single,hit_into_play,L,L,TB,CWS,line_drive,3,1,0,4,293,99.4,17
SI,2026-08-09,"Walls, Taylor",single,hit_into_play,R,L,SEA,TB,line_drive,3,2,0,6,292,98.3,14
SL,2026-08-09,"Benge, Carson",field_out,hit_into_play,L,R,PIT,NYM,line_drive,1,1,1,9,292,96.1,20
FF,2026-08-06,"Stott, Bryson",double,hit_into_play,L,R,PHI,WSH,line_drive,2,2,0,6,292,98.8,15
SL,2026-08-09,"Wetherholt, JJ",field_out,hit_into_play,L,R,STL,COL,line_drive,3,2,2,2,291,99.2,20
FF,2026-08-04,"Kirk, Alejandro",field_out,hit_into_play,R,R,HOU,TOR,line_drive,0,0,0,2,291,99.7,16
CU,2026-08-08,"Marsh, Brandon",sac_fly,hit_into_play,L,R,PHI,TOR,line_drive,0,0,1,6,290,103.5,17
FF,2026-08-07,"Ornelas, Jonathan",field_out,hit_into_play,R,L,BOS,ATH,line_drive,0,0,2,3,290,95.4,16
FS,2026-08-04,"Marsh, Brandon",field_out,hit_into_play,L,R,PHI,WSH,line_drive,1,1,1,2,290,95.6,19
FF,2026-08-09,"Sullivan, Brett",single,hit_into_play,L,R,STL,COL,line_drive,2,0,2,4,290,98.1,14
FF,2026-08-06,"Marsh, Brandon",field_out,hit_into_play,L,R,PHI,WSH,line_drive,1,2,1,5,289,100.9,15
SL,2026-08-06,"Mitchell, Garrett",double,hit_into_play,L,L,MIL,PIT,line_drive,0,1,0,6,289,105,14
SI,2026-08-09,"Foscue, Justin",single,hit_into_play,R,L,TEX,BAL,line_drive,2,0,1,2,289,104.1,16
CU,2026-08-03,"Turner, Trea",field_out,hit_into_play,R,L,PHI,WSH,line_drive,0,1,2,3,288,98.4,14
FF,2026-08-06,"Witt Jr., Bobby",single,hit_into_play,R,R,KC,MIN,line_drive,0,2,2,3,287,101.7,14
FF,2026-08-09,"Young, Jared",triple,hit_into_play,L,R,PIT,NYM,line_drive,1,2,2,3,287,98.7,12
CH,2026-08-06,"Clemens, Kody",field_out,hit_into_play,L,R,KC,MIN,fly_ball,0,1,0,6,287,95.2,48
CH,2026-08-02,"Butler, Lawrence",field_out,hit_into_play,L,R,ATH,DET,fly_ball,1,0,1,4,286,95.3,54
SI,2026-08-04,"Caglianone, Jac",single,hit_into_play,L,R,KC,MIN,line_drive,1,2,1,1,285,103.2,13
SI,2026-08-08,"Herrera, Iván",double,hit_into_play,R,L,STL,COL,line_drive,3,2,2,1,285,108.8,16
SI,2026-08-08,"Giménez, Andrés",double,hit_into_play,L,L,PHI,TOR,line_drive,0,2,2,8,285,99.1,16
FF,2026-08-04,"Hamilton, David",field_out,hit_into_play,L,R,MIL,PIT,fly_ball,0,0,1,8,284,97.8,52
SI,2026-08-08,"Martin, Austin",field_out,hit_into_play,R,L,MIL,MIN,line_drive,0,0,0,1,284,98.1,16
CU,2026-08-04,"Olson, Matt",double,hit_into_play,L,R,ATL,MIA,line_drive,0,1,1,6,284,98.5,21
FF,2026-08-06,"Abreu, Wilyer",field_out,hit_into_play,L,R,BOS,CWS,fly_ball,1,1,2,1,284,97.2,53
SI,2026-08-05,"Riley, Austin",double,hit_into_play,R,R,ATL,MIA,line_drive,0,0,1,2,283,109.5,17
SL,2026-08-05,"Wade Jr., LaMonte",double,hit_into_play,L,R,HOU,TOR,line_drive,3,2,0,6,283,102.7,17
ST,2026-08-07,"Benge, Carson",single,hit_into_play,L,R,PIT,NYM,line_drive,1,1,1,1,283,107.2,11
SI,2026-08-05,"Betts, Mookie",single,hit_into_play,R,L,CHC,LAD,line_drive,1,1,0,4,283,104.8,13
FF,2026-08-05,"Varsho, Daulton",field_out,hit_into_play,L,R,HOU,TOR,fly_ball,0,0,2,10,283,98.1,48
FF,2026-08-04,"Robert Jr., Luis",field_out,hit_into_play,R,L,CLE,NYM,line_drive,1,0,2,5,282,110.5,14
SL,2026-08-08,"Lindor, Francisco",single,hit_into_play,L,R,PIT,NYM,line_drive,1,2,0,4,282,95.6,20
FS,2026-08-09,"Cauley, Cam",single,hit_into_play,R,R,TEX,BAL,line_drive,1,2,2,4,282,99,20
CH,2026-08-07,"Yoshida, Masataka",double,hit_into_play,L,R,BOS,ATH,line_drive,1,0,2,4,282,108.4,16
CH,2026-08-02,"Ramos, Heliot",field_out,hit_into_play,R,L,SD,SF,fly_ball,1,1,0,4,281,96.4,52
FF,2026-08-08,"Cowser, Colton",double,hit_into_play,L,R,TEX,BAL,line_drive,0,0,2,7,281,102.4,15
SI,2026-08-04,"Bell, Josh",single,hit_into_play,L,R,KC,MIN,line_drive,2,0,0,4,280,113.7,13
SL,2026-08-06,"Kirk, Alejandro",single,hit_into_play,R,L,CHC,TOR,line_drive,0,0,0,3,280,105.8,12
FF,2026-08-02,"Walker, Jordan",field_out,hit_into_play,R,R,TOR,STL,line_drive,0,1,2,3,280,100.4,18
ST,2026-08-08,"Mullins, Cedric",single,hit_into_play,L,R,SEA,TB,line_drive,1,0,2,4,280,101.9,15
SI,2026-08-09,"McCarthy, Jake",field_out,hit_into_play,L,R,STL,COL,line_drive,0,1,0,9,280,100.1,17
FF,2026-08-04,"Pagés, Pedro",single,hit_into_play,R,L,NYY,STL,line_drive,0,2,0,8,278,98.1,15
SI,2026-08-04,"Rumfield, TJ",double,hit_into_play,L,L,COL,TB,line_drive,3,1,2,8,278,101.2,16
SL,2026-08-02,"Fortes, Nick",double,hit_into_play,R,R,TB,CWS,line_drive,1,1,1,9,277,104,13
FF,2026-08-02,"Soderstrom, Tyler",field_out,hit_into_play,L,R,ATH,DET,fly_ball,2,2,1,8,276,95.6,52
CH,2026-08-06,"Stott, Bryson",double,hit_into_play,L,R,PHI,WSH,line_drive,2,2,2,3,276,103.4,10
FF,2026-08-03,"Fermín, José",single,hit_into_play,R,R,NYY,STL,line_drive,3,2,0,8,276,104.1,11
ST,2026-08-07,"Contreras, William",field_out,hit_into_play,R,R,MIL,MIN,fly_ball,0,0,1,9,276,96,51
FF,2026-08-02,"Durbin, Caleb",single,hit_into_play,R,R,LAD,BOS,line_drive,0,1,2,1,275,95,17
CH,2026-08-04,"Tucker, Kyle",single,hit_into_play,L,R,CHC,LAD,line_drive,2,2,0,5,275,98.8,12
SL,2026-08-03,"Walker, Christian",single,hit_into_play,R,R,HOU,TOR,line_drive,0,0,2,3,274,103.6,13
FF,2026-08-07,"Nimmo, Brandon",field_out,hit_into_play,L,R,TEX,BAL,fly_ball,0,0,0,7,273,95.5,53
FF,2026-08-04,"Yoshida, Masataka",single,hit_into_play,L,R,BOS,CWS,line_drive,0,0,1,1,273,101,14
SI,2026-08-02,"Sullivan, Brett",double,hit_into_play,L,R,COL,KC,line_drive,1,0,1,4,273,105,14
FF,2026-08-09,"Moreno, Gabriel",double,hit_into_play,R,L,AZ,LAD,line_drive,2,1,2,2,272,102.6,14
FF,2026-08-08,"Acuña Jr., Ronald",field_out,hit_into_play,R,R,NYY,ATL,line_drive,1,0,1,5,272,96.6,17
FF,2026-08-06,"Neto, Zach",field_out,hit_into_play,R,L,BAL,LAA,fly_ball,1,1,2,5,272,95.4,54
CH,2026-08-04,"Muncy, Max",field_out,hit_into_play,L,R,CHC,LAD,fly_ball,2,2,2,9,271,96.5,56
FF,2026-08-03,"Carrigg, Cole",double,hit_into_play,L,R,COL,TB,line_drive,2,1,0,9,271,97.9,17
FF,2026-08-08,"Stott, Bryson",single,hit_into_play,L,R,PHI,TOR,line_drive,1,2,0,2,270,99.4,14
SI,2026-08-06,"Giménez, Andrés",single,hit_into_play,L,L,CHC,TOR,line_drive,0,0,2,2,270,103.7,14
FF,2026-08-05,"Abreu, Wilyer",single,hit_into_play,L,R,BOS,CWS,line_drive,2,2,2,1,270,97.3,15
CH,2026-08-09,"Moniak, Mickey",single,hit_into_play,L,R,STL,COL,line_drive,2,2,0,8,270,100.6,14
ST,2026-08-05,"Burleson, Alec",double,hit_into_play,L,R,NYY,STL,line_drive,0,0,1,4,269,108.6,13
SI,2026-08-06,"Moreno, Gabriel",single,hit_into_play,R,L,AZ,SD,line_drive,0,1,2,8,269,106.3,14
FF,2026-08-08,"Turang, Brice",single,hit_into_play,L,R,MIL,MIN,line_drive,0,0,2,4,269,96,17
SI,2026-08-05,"Peña, Jeremy",field_out,hit_into_play,R,R,HOU,TOR,line_drive,0,0,1,4,268,100.2,17
FF,2026-08-08,"Schanuel, Nolan",single,hit_into_play,L,R,MIA,LAA,line_drive,3,1,0,9,268,102.5,16
SL,2026-08-09,"Hamilton, David",double,hit_into_play,L,L,MIL,MIN,line_drive,0,2,2,5,267,99,13
FF,2026-08-09,"Church, Nathan",single,hit_into_play,L,R,STL,COL,line_drive,1,1,0,8,267,97.7,15
FF,2026-08-02,"Burger, Jake",single,hit_into_play,R,L,HOU,TEX,line_drive,2,2,0,7,267,110.3,11
CH,2026-08-05,"Moniak, Mickey",single,hit_into_play,L,R,COL,TB,line_drive,1,1,0,4,267,99.9,17
SI,2026-08-02,"Semien, Marcus",field_out,hit_into_play,R,R,NYM,MIA,fly_ball,1,0,0,5,266,95.1,51
FF,2026-08-04,"McCarthy, Jake",single,hit_into_play,L,R,COL,TB,line_drive,0,1,0,1,264,103.3,14
SI,2026-08-07,"Paredes, Isaac",double,hit_into_play,R,L,SD,HOU,line_drive,1,0,2,1,264,105.3,18
FF,2026-08-07,"Franklin, Christian",double,hit_into_play,R,L,TEX,BAL,line_drive,0,0,1,9,264,97.7,15
SL,2026-08-02,"Urías, Luis",double,hit_into_play,R,R,TOR,STL,line_drive,3,0,2,8,262,104.6,15
FS,2026-08-07,"Perdomo, Geraldo",triple,hit_into_play,L,R,AZ,LAD,line_drive,1,1,2,5,262,99.3,14
FF,2026-08-08,"Arenado, Nolan",single,hit_into_play,R,R,AZ,LAD,line_drive,1,0,2,8,260,95.1,16
FC,2026-08-09,"Adames, Willy",single,hit_into_play,R,R,SF,DET,line_drive,2,1,0,4,260,97,15
FF,2026-08-04,"Barrosa, Jorge",single,hit_into_play,L,R,AZ,SD,line_drive,0,1,0,7,260,98.1,15
SI,2026-08-04,"Kreidler, Ryan",field_out,hit_into_play,R,R,KC,MIN,fly_ball,1,0,0,9,260,96.6,54
CU,2026-08-05,"Rojas, Miguel",single,hit_into_play,R,L,CHC,LAD,line_drive,0,1,1,8,259,98.4,14
FF,2026-08-02,"Tucker, Kyle",single,hit_into_play,L,L,LAD,BOS,line_drive,1,1,1,2,259,99.3,15
SI,2026-08-03,"Tovar, Ezequiel",single,hit_into_play,R,L,COL,TB,line_drive,1,0,1,5,258,106.2,12
FF,2026-08-07,"Song, Sung-Mun",field_out,hit_into_play,L,R,SD,HOU,fly_ball,3,2,1,5,257,96.6,53
CU,2026-08-02,"Walker, Jordan",single,hit_into_play,R,R,TOR,STL,line_drive,2,1,1,6,257,95.5,14
KC,2026-08-05,"Okamoto, Kazuma",single,hit_into_play,R,R,HOU,TOR,line_drive,3,2,2,6,257,96.9,13
SV,2026-08-08,"Durbin, Caleb",single,hit_into_play,R,L,BOS,ATH,line_drive,2,2,2,9,257,95.1,18
FC,2026-08-07,"Pederson, Joc",field_out,hit_into_play,L,R,TEX,BAL,fly_ball,0,0,2,8,257,103.4,58
FF,2026-08-07,"Ewing, A.J.",single,hit_into_play,L,R,PIT,NYM,line_drive,0,2,2,9,256,103.9,13
CH,2026-08-06,"Caglianone, Jac",single,hit_into_play,L,R,KC,MIN,line_drive,0,2,2,3,256,103.7,13
SI,2026-08-09,"Burger, Jake",single,hit_into_play,R,L,TEX,BAL,line_drive,2,2,1,2,256,100.8,14
SL,2026-08-06,"Vaughn, Andrew",single,hit_into_play,R,L,MIL,PIT,line_drive,1,1,0,6,256,109.1,14
CH,2026-08-08,"Guerrero Jr., Vladimir",single,hit_into_play,R,R,PHI,TOR,line_drive,2,1,1,3,255,104.4,13
FF,2026-08-06,"Roden, Alan",double,hit_into_play,L,R,KC,MIN,line_drive,1,1,0,3,254,105.7,13
FF,2026-08-04,"Seager, Corey",single,hit_into_play,L,L,TEX,SF,line_drive,1,2,0,8,254,103.8,13
FF,2026-08-08,"Winn, Masyn",single,hit_into_play,R,L,STL,COL,line_drive,0,1,0,7,253,105.3,12
FF,2026-08-07,"Lee, Jung Hoo",single,hit_into_play,L,R,SF,DET,line_drive,1,1,2,2,253,103.9,10
FS,2026-08-08,"Bauers, Jake",single,hit_into_play,L,R,MIL,MIN,line_drive,1,2,0,1,253,98.9,15
SL,2026-08-06,"Merrill, Jackson",field_out,hit_into_play,L,R,AZ,SD,fly_ball,0,0,2,9,252,100.6,54
ST,2026-08-05,"Yelich, Christian",single,hit_into_play,L,R,MIL,PIT,line_drive,1,2,1,6,252,95.5,15
SI,2026-08-09,"Goodman, Hunter",single,hit_into_play,R,R,STL,COL,line_drive,2,1,2,1,252,103,12
FF,2026-08-06,"Bogaerts, Xander",field_out,hit_into_play,R,L,AZ,SD,line_drive,3,2,0,2,251,95.8,13
FC,2026-08-09,"Freeman, Freddie",single,hit_into_play,L,L,AZ,LAD,line_drive,0,0,0,6,251,105.3,13
CH,2026-08-03,"Alvarez, Yordan",field_out,hit_into_play,L,R,HOU,TOR,fly_ball,0,0,0,3,250,97.5,55
FF,2026-08-05,"Heim, Jonah",double,hit_into_play,L,R,CIN,ATH,line_drive,3,2,1,6,250,104.8,15
FF,2026-08-08,"Encarnacion-Strand, Christian",single,hit_into_play,R,R,TEX,BAL,line_drive,0,0,1,5,249,104.6,13
CU,2026-08-05,"Young, Jared",double,hit_into_play,L,R,CLE,NYM,line_drive,2,1,1,4,248,105.4,15
SL,2026-08-02,"Lindor, Francisco",double,hit_into_play,L,R,NYM,MIA,line_drive,0,1,0,8,248,104.6,15
SL,2026-08-05,"Stott, Bryson",single,hit_into_play,L,R,PHI,WSH,line_drive,3,2,1,7,247,102.8,11
FF,2026-08-07,"Hamilton, David",double,hit_into_play,L,R,MIL,MIN,line_drive,0,1,1,8,246,96.3,12
CH,2026-08-05,"Mayo, Coby",single,hit_into_play,R,R,BAL,LAA,line_drive,2,2,2,6,246,110.9,9
FC,2026-08-02,"Realmuto, J.T.",single,hit_into_play,R,R,BAL,PHI,line_drive,2,2,0,6,245,97.3,17
FF,2026-08-04,"Ballesteros, Moisés",single,hit_into_play,L,L,BAL,LAA,line_drive,0,1,1,2,245,107.5,10
FF,2026-08-07,"Lara, Luis",single,hit_into_play,L,R,MIL,MIN,line_drive,3,1,1,4,244,102.8,10
SI,2026-08-04,"Soderstrom, Tyler",double,hit_into_play,L,R,CIN,ATH,line_drive,3,1,0,4,244,104,15
FC,2026-08-09,"McCarthy, Jake",double,hit_into_play,L,R,STL,COL,line_drive,1,0,0,1,244,105.9,13
FS,2026-08-07,"Young, Jared",single,hit_into_play,L,R,PIT,NYM,line_drive,2,2,2,3,244,97.8,12
SL,2026-08-06,"Thomas, Lane",double,hit_into_play,R,L,ATL,MIA,line_drive,0,0,0,6,244,99.4,15
FF,2026-08-06,"Acuña Jr., Ronald",field_out,hit_into_play,R,R,ATL,MIA,fly_ball,0,0,1,1,244,99.6,57
FF,2026-08-09,"Merrill, Jackson",single,hit_into_play,L,R,SD,HOU,line_drive,2,2,2,5,243,110.8,13
FF,2026-08-08,"Mitchell, Garrett",field_out,hit_into_play,L,R,MIL,MIN,fly_ball,2,2,0,8,242,98.8,57
FS,2026-08-07,"Perdomo, Geraldo",double,hit_into_play,L,R,AZ,LAD,line_drive,2,2,2,3,242,98.5,13
CH,2026-08-06,"Jensen, Carter",single,hit_into_play,L,R,KC,MIN,line_drive,1,1,2,3,242,105.7,14
SI,2026-08-02,"Fermín, José",single,hit_into_play,R,R,TOR,STL,line_drive,2,0,0,9,241,103.6,11
CU,2026-08-07,"Bauers, Jake",field_out,hit_into_play,L,R,MIL,MIN,fly_ball,0,0,0,3,241,100,55
SL,2026-08-09,"Vargas, Ildemaro",single,hit_into_play,R,L,AZ,LAD,line_drive,1,1,2,1,241,101,11
SL,2026-08-08,"Dubón, Mauricio",double,hit_into_play,R,R,NYY,ATL,line_drive,0,0,0,5,240,105.9,12
FF,2026-08-06,"Fermin, Freddy",single,hit_into_play,R,L,AZ,SD,line_drive,1,1,1,6,240,103,10
CH,2026-08-08,"Alonso, Pete",field_out,hit_into_play,R,R,TEX,BAL,fly_ball,1,2,1,6,239,96.7,56
FF,2026-08-03,"McCarthy, Jake",double,hit_into_play,L,R,COL,TB,line_drive,0,0,0,9,239,99.7,11
FF,2026-08-05,"Barrosa, Jorge",single,hit_into_play,L,R,AZ,SD,line_drive,1,2,0,8,238,98.2,13
CH,2026-08-07,"Meyers, Jake",single,hit_into_play,R,L,SD,HOU,line_drive,0,1,1,8,238,95.1,13
FC,2026-08-06,"Alonso, Pete",single,hit_into_play,R,R,BAL,LAA,line_drive,3,2,2,5,237,98.9,13
SI,2026-08-04,"Stott, Bryson",double,hit_into_play,L,R,PHI,WSH,line_drive,2,1,2,8,237,106.6,12
FF,2026-08-06,"Lindor, Francisco",single,hit_into_play,R,L,CLE,NYM,line_drive,3,2,2,4,235,105.5,13
ST,2026-08-04,"Burger, Jake",double,hit_into_play,R,R,TEX,SF,line_drive,0,0,0,9,234,112.9,12
CH,2026-08-04,"McCarthy, Jake",single,hit_into_play,L,R,COL,TB,line_drive,0,0,0,3,233,103.9,13
FF,2026-08-04,"Olson, Matt",single,hit_into_play,L,R,ATL,MIA,line_drive,1,2,2,1,233,95.9,13
SI,2026-08-09,"Cowser, Colton",single,hit_into_play,L,L,TEX,BAL,line_drive,2,0,2,5,233,105.5,12
ST,2026-08-03,"Burger, Jake",field_out,hit_into_play,R,R,TEX,SF,fly_ball,1,2,0,4,230,96.5,57
FF,2026-08-05,"Tucker, Kyle",single,hit_into_play,L,L,CHC,LAD,line_drive,2,2,1,8,230,100.4,10
FC,2026-08-03,"Okamoto, Kazuma",single,hit_into_play,R,R,HOU,TOR,line_drive,0,0,0,4,229,105.5,13
SI,2026-08-07,"Realmuto, J.T.",single,hit_into_play,R,R,PHI,TOR,line_drive,1,1,2,2,229,111.2,9
SI,2026-08-08,"Wilson, Jacob",double,hit_into_play,R,L,BOS,ATH,line_drive,0,0,2,5,229,105.4,13
FF,2026-08-09,"Díaz, Yandy",single,hit_into_play,R,R,SEA,TB,line_drive,1,2,0,1,228,104.4,11
FF,2026-08-09,"Wetherholt, JJ",single,hit_into_play,L,R,STL,COL,line_drive,1,2,0,7,227,100.2,15
SL,2026-08-09,"Lindor, Francisco",single,hit_into_play,L,R,PIT,NYM,line_drive,0,0,1,9,227,98.6,16
FF,2026-08-08,"Kreidler, Ryan",single,hit_into_play,R,L,MIL,MIN,line_drive,2,2,0,4,227,108.1,9
CH,2026-08-02,"Okamoto, Kazuma",field_out,hit_into_play,R,L,TOR,STL,fly_ball,0,0,1,4,225,97.7,58
CU,2026-08-09,"Yastrzemski, Mike",double,hit_into_play,L,R,NYY,ATL,line_drive,2,1,0,3,224,101,14
ST,2026-08-04,"Pederson, Joc",field_out,hit_into_play,L,R,TEX,SF,fly_ball,0,0,2,2,224,103.9,59
FF,2026-08-08,"Riley, Austin",single,hit_into_play,R,R,NYY,ATL,line_drive,0,0,0,5,223,101.5,12
FS,2026-08-07,"Heineman, Tyler",single,hit_into_play,L,R,MIA,LAA,line_drive,1,2,0,5,223,97.9,13
FF,2026-08-05,"McCann, James",field_out,hit_into_play,R,R,AZ,SD,fly_ball,2,0,1,2,222,98.6,61
FF,2026-08-05,"Lopez, Nicky",single,hit_into_play,L,R,TEX,SF,line_drive,3,1,0,6,222,95.2,13
KC,2026-08-09,"Bohm, Alec",single,hit_into_play,R,R,PHI,TOR,line_drive,0,0,0,3,222,105.9,10
SI,2026-08-05,"Eldridge, Bryce",single,hit_into_play,L,L,TEX,SF,line_drive,0,0,2,7,221,101.9,10
FF,2026-08-06,"Schwarber, Kyle",single,hit_into_play,L,R,PHI,WSH,line_drive,0,1,0,4,220,104.5,14
SI,2026-08-05,"Rumfield, TJ",field_out,hit_into_play,L,R,COL,TB,fly_ball,2,0,1,2,220,98.7,59
CH,2026-08-03,"Alfonzo, Eliezer",single,hit_into_play,R,L,CHC,LAD,line_drive,0,0,2,4,219,103.3,11
ST,2026-08-08,"Caglianone, Jac",double,hit_into_play,L,R,KC,CHC,line_drive,2,2,1,3,219,106.7,12
FC,2026-08-03,"Cronenworth, Jake",field_out,hit_into_play,L,R,AZ,SD,popup,0,0,0,4,218,95.2,59
SI,2026-08-05,"Caglianone, Jac",single,hit_into_play,L,R,KC,MIN,line_drive,0,0,1,6,218,103,10
CU,2026-08-07,"Mayo, Coby",single,hit_into_play,R,R,TEX,BAL,line_drive,0,1,2,2,218,99.4,12
CH,2026-08-08,"Collins, Isaac",single,hit_into_play,L,R,KC,CHC,line_drive,1,1,1,3,217,101.9,12
FF,2026-08-04,"Acuña Jr., Ronald",single,hit_into_play,R,R,ATL,MIA,line_drive,2,2,0,8,215,99.9,12
CH,2026-08-04,"Bogaerts, Xander",double,hit_into_play,R,L,AZ,SD,line_drive,0,2,1,5,215,100.9,9
FF,2026-08-09,"Machado, Manny",single,hit_into_play,R,R,SD,HOU,line_drive,1,2,2,1,215,99.6,10
CU,2026-08-04,"Cronenworth, Jake",single,hit_into_play,L,L,AZ,SD,line_drive,1,2,0,2,213,99.2,13
CU,2026-08-04,"Smith, Cam",single,hit_into_play,R,R,HOU,TOR,line_drive,0,2,2,4,213,96.9,11
ST,2026-08-04,"Nimmo, Brandon",double,hit_into_play,L,R,TEX,SF,line_drive,1,2,1,1,213,101.9,14
FF,2026-08-06,"Moreno, Gabriel",single,hit_into_play,R,R,AZ,SD,line_drive,0,1,2,3,213,98.7,11
FF,2026-08-07,"Carter, Evan",field_out,hit_into_play,L,R,TEX,BAL,fly_ball,0,0,1,7,212,96.4,60
FF,2026-08-09,"Stott, Bryson",single,hit_into_play,L,R,PHI,TOR,line_drive,3,2,0,12,212,97.1,13
SL,2026-08-04,"Marsh, Brandon",double,hit_into_play,L,R,PHI,WSH,line_drive,0,1,2,3,212,102.1,14
FF,2026-08-07,"Cronenworth, Jake",single,hit_into_play,L,L,SD,HOU,line_drive,1,0,2,7,212,97.8,12
ST,2026-08-04,"McNeil, Jeff",single,hit_into_play,L,R,CIN,ATH,line_drive,1,0,0,2,211,103.2,12
FF,2026-08-02,"Marsh, Brandon",single,hit_into_play,L,R,BAL,PHI,line_drive,0,0,0,4,211,99.2,10
FF,2026-08-05,"Crooks, Jimmy",single,hit_into_play,L,R,NYY,STL,line_drive,0,0,1,5,209,97.8,14
CU,2026-08-04,"Ewing, A.J.",double,hit_into_play,L,L,CLE,NYM,line_drive,0,2,2,2,208,99,12
FF,2026-08-06,"Seigler, Anthony",single,hit_into_play,L,R,BOS,CWS,line_drive,2,2,2,8,208,100.9,11
FS,2026-08-04,"Caglianone, Jac",single,hit_into_play,L,R,KC,MIN,line_drive,0,0,1,3,207,102,11
CH,2026-08-03,"Campusano, Luis",double,hit_into_play,R,R,AZ,SD,line_drive,1,0,2,5,206,99.7,12
FC,2026-08-07,"Cowser, Colton",single,hit_into_play,L,R,TEX,BAL,line_drive,1,2,2,5,206,99.1,11
ST,2026-08-08,"Herrera, Iván",double,hit_into_play,R,L,STL,COL,line_drive,0,2,1,5,206,106.4,10
ST,2026-08-07,"McCarthy, Jake",single,hit_into_play,L,R,STL,COL,line_drive,1,0,0,5,206,102.2,11
FF,2026-08-08,"Nimmo, Brandon",single,hit_into_play,L,R,TEX,BAL,line_drive,2,1,0,4,206,100.3,11
FS,2026-08-02,"Merrill, Jackson",single,hit_into_play,L,R,SD,SF,line_drive,0,1,2,7,205,104.2,12
FF,2026-08-08,"Goodman, Hunter",field_out,hit_into_play,R,L,STL,COL,fly_ball,0,0,1,5,205,95.7,61
SL,2026-08-09,"Bauers, Jake",field_out,hit_into_play,L,R,MIL,MIN,fly_ball,1,0,1,6,204,98.2,62
SL,2026-08-05,"Butler, Lawrence",field_out,hit_into_play,L,R,CIN,ATH,fly_ball,3,2,1,3,204,95.8,58
FF,2026-08-07,"Baldwin, Drake",single,hit_into_play,L,L,NYY,ATL,line_drive,1,0,1,1,203,95.1,12
FF,2026-08-05,"Collins, Isaac",field_out,hit_into_play,L,R,KC,MIN,line_drive,3,1,2,2,203,102.5,9
SL,2026-08-05,"Carroll, Corbin",single,hit_into_play,L,R,AZ,SD,line_drive,0,0,1,4,203,99.9,12
CH,2026-08-09,"Tawa, Tim",single,hit_into_play,R,L,AZ,LAD,line_drive,2,1,2,3,203,99.9,11
FC,2026-08-07,"Acuña Jr., Ronald",single,hit_into_play,R,L,NYY,ATL,line_drive,1,1,0,3,202,102.1,14
SL,2026-08-03,"Mullins, Cedric",double,hit_into_play,L,R,COL,TB,line_drive,2,2,0,9,202,96.9,10
FC,2026-08-07,"Smith, Josh",single,hit_into_play,L,R,PHI,TOR,line_drive,2,1,2,4,202,103.2,12
SI,2026-08-02,"France, Ty",single,hit_into_play,R,R,SD,SF,line_drive,3,1,2,5,201,95.7,13
FF,2026-08-03,"Okamoto, Kazuma",single,hit_into_play,R,R,HOU,TOR,line_drive,0,2,2,1,200,107.6,11
FS,2026-08-08,"Perdomo, Geraldo",field_out,hit_into_play,L,R,AZ,LAD,line_drive,0,2,0,1,200,97.6,9
FF,2026-08-04,"Tovar, Ezequiel",single,hit_into_play,R,R,COL,TB,line_drive,3,2,0,3,200,95,11
SI,2026-08-07,"Ewing, A.J.",single,hit_into_play,L,R,PIT,NYM,line_drive,2,1,0,3,199,103.9,11
CH,2026-08-02,"Maile, Luke",single,hit_into_play,R,L,COL,KC,line_drive,0,1,2,2,199,106.3,8
SL,2026-08-02,"Mullins, Cedric",field_out,hit_into_play,L,R,TB,CWS,popup,3,1,0,9,199,95.4,60
CH,2026-08-08,"Jarvis, Jim",single,hit_into_play,L,R,NYY,ATL,line_drive,0,2,0,5,198,102.9,8
SL,2026-08-03,"McCarthy, Jake",field_out,hit_into_play,L,L,COL,TB,line_drive,0,0,1,5,198,100.9,10
FF,2026-08-04,"Freeman, Freddie",single,hit_into_play,L,R,CHC,LAD,line_drive,0,2,2,6,198,95.5,13
CH,2026-08-04,"Pratt, Cooper",single,hit_into_play,R,R,MIL,PIT,line_drive,1,2,1,4,198,97.7,9
CH,2026-08-03,"Hernández, Teoscar",single,hit_into_play,R,L,CHC,LAD,line_drive,2,2,1,4,197,101.7,11
FF,2026-08-05,"Betts, Mookie",single,hit_into_play,R,R,CHC,LAD,line_drive,0,1,0,6,195,100,11
CH,2026-08-05,"Alvarez, Yordan",single,hit_into_play,L,R,HOU,TOR,line_drive,0,1,0,10,195,114.8,10
SI,2026-08-09,"Mitchell, Garrett",single,hit_into_play,L,R,MIL,MIN,line_drive,1,1,0,6,194,107.3,9
